path,regime,mask_ratio,mse,ssim,psnr,lpips
./CelebAMask-HQ/CelebA-HQ-img\29061.jpg,small,0.0193939208984375,0.00025478325551375747,0.9874238967895508,35.93829345703125,0.009342515841126442
./CelebAMask-HQ/CelebA-HQ-img\16386.jpg,small,0.026275634765625,0.00023168526240624487,0.9459277987480164,36.35101318359375,0.010681409388780594
./CelebAMask-HQ/CelebA-HQ-img\13152.jpg,small,0.01751708984375,4.4030566641595215e-05,0.9939576387405396,43.56245422363281,0.002215453889220953
./CelebAMask-HQ/CelebA-HQ-img\16682.jpg,small,0.023162841796875,0.0002804582181852311,0.9784656763076782,35.52131652832031,0.011516930535435677
./CelebAMask-HQ/CelebA-HQ-img\28702.jpg,small,0.035858154296875,0.0013555188197642565,0.9753603935241699,28.678943634033203,0.029665794223546982
./CelebAMask-HQ/CelebA-HQ-img\6522.jpg,small,0.023651123046875,0.00014533726789522916,0.98462975025177,38.37622833251953,0.011652342975139618
./CelebAMask-HQ/CelebA-HQ-img\4727.jpg,small,0.01220703125,0.00023436865012627095,0.9885129332542419,36.301002502441406,0.0073955971747636795
./CelebAMask-HQ/CelebA-HQ-img\24738.jpg,small,0.0220184326171875,0.00010404300701338798,0.9921524524688721,39.82787322998047,0.009478206746280193
./CelebAMask-HQ/CelebA-HQ-img\11980.jpg,small,0.019683837890625,4.2517713154666126e-05,0.986101508140564,43.714298248291016,0.009780572727322578
./CelebAMask-HQ/CelebA-HQ-img\18279.jpg,small,0.022613525390625,0.0001748763315845281,0.9864158034324646,37.572689056396484,0.01489260233938694
./CelebAMask-HQ/CelebA-HQ-img\11111.jpg,small,0.01922607421875,0.0005493821809068322,0.9850970506668091,32.601253509521484,0.017880521714687347
./CelebAMask-HQ/CelebA-HQ-img\26047.jpg,small,0.03424072265625,0.00011897741205757484,0.9873640537261963,39.24535369873047,0.016903338953852654
./CelebAMask-HQ/CelebA-HQ-img\12228.jpg,small,0.0308990478515625,0.00017917793593369424,0.9829108119010925,37.46715545654297,0.009923442266881466
./CelebAMask-HQ/CelebA-HQ-img\12907.jpg,small,0.0265350341796875,3.761804327950813e-05,0.9292375445365906,44.24603271484375,0.004960179328918457
./CelebAMask-HQ/CelebA-HQ-img\3168.jpg,small,0.0229644775390625,0.0005546449683606625,0.9808575510978699,32.55984878540039,0.02004348859190941
./CelebAMask-HQ/CelebA-HQ-img\4216.jpg,small,0.021484375,0.0008258837042376399,0.9798811674118042,30.830810546875,0.018122758716344833
./CelebAMask-HQ/CelebA-HQ-img\3893.jpg,small,0.0306549072265625,6.173381552798674e-05,0.9934142827987671,42.094764709472656,0.010016137734055519
./CelebAMask-HQ/CelebA-HQ-img\20022.jpg,small,0.0135955810546875,1.922198134707287e-05,0.99627685546875,47.162017822265625,0.002472079824656248
./CelebAMask-HQ/CelebA-HQ-img\22295.jpg,small,0.01409912109375,3.060296148760244e-05,0.9930862188339233,45.142364501953125,0.003458742517977953
./CelebAMask-HQ/CelebA-HQ-img\28497.jpg,small,0.0125885009765625,6.197462789714336e-05,0.9877587556838989,42.077857971191406,0.007707166485488415
./CelebAMask-HQ/CelebA-HQ-img\27043.jpg,small,0.0216827392578125,0.0002347731206100434,0.9848577976226807,36.293514251708984,0.010342658497393131
